FPL Pipeline Run — 20260722_122443
================================

=== [12:24:43] Running: extract_fpl_clean_dataset.py ===
Fetching bootstrap data...
2026-07-22 12:31:37,535 [INFO] [51/537] Anthony Gordon (176 matches)
2026-07-22 12:31:38,252 [INFO] [52/537] Iliman Ndiaye (96 matches)
2026-07-22 12:31:39,377 [INFO] [53/537] Dominik Szoboszlai (167 matches)
2026-07-22 12:31:40,604 [INFO] [54/537] Valentín Castellanos (128 matches)
2026-07-22 12:31:41,319 [INFO] [55/537] Evanilson (67 matches)
2026-07-22 12:31:42,036 [INFO] [56/537] Igor Jesus (37 matches)
2026-07-22 12:31:43,167 [INFO] [57/537] Pedro Neto (184 matches)
2026-07-22 12:31:44,491 [INFO] [58/537] Martín Zubimendi (218 matches)
2026-07-22 12:31:45,627 [INFO] [59/537] John McGinn (233 matches)
2026-07-22 12:31:46,952 [INFO] [60/537] Tomas Soucek (229 matches)
2026-07-22 12:31:48,226 [INFO] [61/537] Florian Wirtz (173 matches)
2026-07-22 12:31:49,359 [INFO] [62/537] Enzo Le Fée (174 matches)
2026-07-22 12:31:50,490 [INFO] [63/537] Jéremy Doku (163 matches)
2026-07-22 12:31:51,189 [INFO] [64/537] Crysencio Summerville (84 matches)
2026-07-22 12:31:52,292 [INFO] [65/537] Anton Stach (151 matches)
2026-07-22 12:31:52,973 [INFO] [66/537] Ryan Gravenberch (124 matches)
2026-07-22 12:31:53,998 [INFO] [67/537] João Palhinha (118 matches)
2026-07-22 12:31:54,658 [INFO] [68/537] Nico O&#039;Reilly (43 matches)
2026-07-22 12:31:55,729 [INFO] [69/537] Tijjani Reijnders (101 matches)
2026-07-22 12:31:56,391 [INFO] [70/537] Diego Gómez (48 matches)
2026-07-22 12:31:57,039 [INFO] [71/537] Rayan (15 matches)
2026-07-22 12:31:58,590 [INFO] [72/537] Alex Iwobi (320 matches)
2026-07-22 12:31:59,792 [INFO] [73/537] Mikel Merino (272 matches)
2026-07-22 12:32:00,914 [INFO] [74/537] Declan Rice (313 matches)
2026-07-22 12:32:01,834 [INFO] [75/537] Cristian Romero (211 matches)
2026-07-22 12:32:02,953 [INFO] [76/537] Lucas Paquetá (214 matches)
2026-07-22 12:32:03,736 [INFO] [77/537] Taiwo Awoniyi (154 matches)
2026-07-22 12:32:04,977 [INFO] [78/537] Mathis Cherki (179 matches)
2026-07-22 12:32:05,767 [INFO] [79/537] Malick Thiaw (124 matches)
2026-07-22 12:32:06,920 [INFO] [80/537] Mikkel Damsgaard (166 matches)
2026-07-22 12:32:07,617 [INFO] [81/537] Elliot Anderson (119 matches)
2026-07-22 12:32:08,768 [INFO] [82/537] Donyell Malen (147 matches)
2026-07-22 12:32:09,527 [INFO] [83/537] Mathys Tel (111 matches)
2026-07-22 12:32:10,228 [INFO] [84/537] Micky van de Ven (113 matches)
2026-07-22 12:32:11,323 [INFO] [85/537] Brenden Aaronson (103 matches)
2026-07-22 12:32:12,453 [INFO] [86/537] Jørgen Strand Larsen (140 matches)
2026-07-22 12:32:13,163 [INFO] [87/537] Jack Hinshelwood (66 matches)
2026-07-22 12:32:14,304 [INFO] [88/537] Patrick Dorgu (91 matches)
2026-07-22 12:32:15,012 [INFO] [89/537] Daniel Muñoz (82 matches)
2026-07-22 12:32:15,685 [INFO] [90/537] Chemsdine Talbi (28 matches)
2026-07-22 12:32:17,578 [INFO] [91/537] Ross Barkley (285 matches)
2026-07-22 12:32:18,805 [INFO] [92/537] Michael Keane (286 matches)
2026-07-22 12:32:20,029 [INFO] [93/537] Dominic Solanke (176 matches)
2026-07-22 12:32:21,262 [INFO] [94/537] Chris Wood (275 matches)
2026-07-22 12:32:22,492 [INFO] [95/537] Alexander Isak (210 matches)
2026-07-22 12:32:23,722 [INFO] [96/537] Gabriel Jesus (243 matches)
2026-07-22 12:32:24,531 [INFO] [97/537] Gabriel (232 matches)
2026-07-22 12:32:25,764 [INFO] [98/537] Nordi Mukiele (232 matches)
2026-07-22 12:32:26,890 [INFO] [99/537] Jacob Murphy (218 matches)
2026-07-22 12:32:27,638 [INFO] [100/537] Callum Hudson-Odoi (176 matches)
2026-07-22 12:32:29,654 [INFO] [101/537] Trevoh Chalobah (146 matches)
2026-07-22 12:32:30,439 [INFO] [102/537] Konstantinos Mavropanos (170 matches)
2026-07-22 12:32:31,190 [INFO] [103/537] Ryan Sessegnon (139 matches)
2026-07-22 12:32:31,940 [INFO] [104/537] Georginio Rutter (132 matches)
2026-07-22 12:32:32,703 [INFO] [105/537] Mathias Jensen (166 matches)
2026-07-22 12:32:33,960 [INFO] [106/537] Samuel Chukwueze (229 matches)
2026-07-22 12:32:34,692 [INFO] [107/537] Emile Smith-Rowe (154 matches)
2026-07-22 12:32:35,386 [INFO] [108/537] Lyle Foster (52 matches)
2026-07-22 12:32:36,444 [INFO] [109/537] Marc Guehi (167 matches)
2026-07-22 12:32:37,543 [INFO] [110/537] Mason Mount (183 matches)
2026-07-22 12:32:38,325 [INFO] [111/537] Amine Adli (129 matches)
2026-07-22 12:32:39,486 [INFO] [112/537] Omar Marmoush (145 matches)
2026-07-22 12:32:40,612 [INFO] [113/537] Matthew Cash (183 matches)
2026-07-22 12:32:41,327 [INFO] [114/537] Tolu Arokodare (43 matches)
2026-07-22 12:32:42,026 [INFO] [115/537] Chimuanya Ugochukwu (120 matches)
2026-07-22 12:32:43,168 [INFO] [116/537] Moisés Caicedo (151 matches)
2026-07-22 12:32:44,298 [INFO] [117/537] Kaoru Mitoma (113 matches)
2026-07-22 12:32:45,014 [INFO] [118/537] Jan Paul van Hecke (106 matches)
2026-07-22 12:32:46,024 [INFO] [119/537] Keane Lewis-Potter (114 matches)
2026-07-22 12:32:46,753 [INFO] [120/537] Santiago Bueno (104 matches)
2026-07-22 12:32:47,471 [INFO] [121/537] Yasin Ayari (66 matches)
2026-07-22 12:32:48,188 [INFO] [122/537] Jurriën Timber (62 matches)
2026-07-22 12:32:48,867 [INFO] [123/537] Alex Scott (80 matches)
2026-07-22 12:32:49,624 [INFO] [124/537] Rodrigo Gomes (47 matches)
2026-07-22 12:32:50,326 [INFO] [125/537] Yankuba Minteh (66 matches)
2026-07-22 12:32:51,056 [INFO] [126/537] Mateus Fernandes (72 matches)
2026-07-22 12:32:51,715 [INFO] [127/537] Mateus Mané (28 matches)
2026-07-22 12:32:52,903 [INFO] [128/537] Joelinton (241 matches)
2026-07-22 12:32:54,194 [INFO] [129/537] Idrissa Gueye (360 matches)
2026-07-22 12:32:55,356 [INFO] [130/537] Jack Grealish (209 matches)
2026-07-22 12:32:56,531 [INFO] [131/537] Tammy Abraham (213 matches)
2026-07-22 12:32:57,200 [INFO] [132/537] Josh Cullen (46 matches)
2026-07-22 12:32:59,154 [INFO] [133/537] Federico Chiesa (267 matches)
2026-07-22 12:33:00,375 [INFO] [134/537] James Tarkowski (340 matches)
2026-07-22 12:33:02,327 [INFO] [135/537] Bernardo Silva (405 matches)
2026-07-22 12:33:03,070 [INFO] [136/537] Adam Armstrong (98 matches)
2026-07-22 12:33:04,479 [INFO] [137/537] Kai Havertz (281 matches)
2026-07-22 12:33:05,291 [INFO] [138/537] Ibrahim Sangare (136 matches)
2026-07-22 12:33:06,011 [INFO] [139/537] Joe Rodon (66 matches)
2026-07-22 12:33:07,137 [INFO] [140/537] Eddie Nketiah (157 matches)
2026-07-22 12:33:08,259 [INFO] [141/537] Tom Cairney (157 matches)
2026-07-22 12:33:09,493 [INFO] [142/537] Justin Kluivert (211 matches)
2026-07-22 12:33:10,613 [INFO] [143/537] Sean Longstaff (194 matches)
2026-07-22 12:33:11,367 [INFO] [144/537] Tyler Adams (155 matches)
2026-07-22 12:33:12,076 [INFO] [145/537] James Garner (114 matches)
2026-07-22 12:33:12,835 [INFO] [146/537] James Justin (128 matches)
2026-07-22 12:33:13,994 [INFO] [147/537] Joshua Zirkzee (125 matches)
2026-07-22 12:33:15,124 [INFO] [148/537] Reece James (156 matches)
2026-07-22 12:33:15,830 [INFO] [149/537] Amad Diallo Traore (74 matches)
2026-07-22 12:33:16,963 [INFO] [150/537] Neco Williams (142 matches)
2026-07-22 12:33:18,093 [INFO] [151/537] Alexis Mac Allister (203 matches)
2026-07-22 12:33:19,215 [INFO] [152/537] Xavi Simons (93 matches)
2026-07-22 12:33:20,341 [INFO] [153/537] Hee-Chan Hwang (153 matches)
2026-07-22 12:33:21,407 [INFO] [154/537] Jacob Ramsey (164 matches)
2026-07-22 12:33:22,127 [INFO] [155/537] Rúben Dias (170 matches)
2026-07-22 12:33:22,875 [INFO] [156/537] Malo Gusto (146 matches)
2026-07-22 12:33:24,029 [INFO] [157/537] Pape Sarr (162 matches)
2026-07-22 12:33:25,159 [INFO] [158/537] Yeremi Pino (168 matches)
2026-07-22 12:33:26,281 [INFO] [159/537] Amadou Onana (146 matches)
2026-07-22 12:33:27,028 [INFO] [160/537] Habib Diarra (114 matches)
2026-07-22 12:33:28,053 [INFO] [161/537] Josko Gvardiol (142 matches)
2026-07-22 12:33:28,806 [INFO] [162/537] Loum Tchaouna (96 matches)
2026-07-22 12:33:29,557 [INFO] [163/537] Archie Gray (52 matches)
2026-07-22 12:33:30,684 [INFO] [164/537] Ryan Christie (124 matches)
2026-07-22 12:33:31,725 [INFO] [165/537] Brennan Johnson (140 matches)
2026-07-22 12:33:32,765 [INFO] [166/537] Noni Madueke (93 matches)
2026-07-22 12:33:33,450 [INFO] [167/537] Milos Kerkez (100 matches)
2026-07-22 12:33:34,574 [INFO] [168/537] Mohammed Kudus (84 matches)
2026-07-22 12:33:35,292 [INFO] [169/537] Ladislav Krejcí (58 matches)
2026-07-22 12:33:36,007 [INFO] [170/537] Mats Wieffer (51 matches)
2026-07-22 12:33:36,687 [INFO] [171/537] Nicolò Savona (42 matches)
2026-07-22 12:33:37,347 [INFO] [172/537] Rio Ngumoha (19 matches)
2026-07-22 12:33:38,053 [INFO] [173/537] Maxim De Cuyper (30 matches)
2026-07-22 12:33:38,776 [INFO] [174/537] Trai Hume (38 matches)
2026-07-22 12:33:39,489 [INFO] [175/537] Dan Ballard (29 matches)
2026-07-22 12:33:40,204 [INFO] [176/537] Eliezer Mayenda (20 matches)
2026-07-22 12:33:40,923 [INFO] [177/537] Estêvão (22 matches)
2026-07-22 12:33:41,638 [INFO] [178/537] Ao Tanaka (28 matches)
2026-07-22 12:33:42,356 [INFO] [179/537] Charalampos Kostoulas (21 matches)
2026-07-22 12:33:44,312 [INFO] [180/537] Granit Xhaka (383 matches)
2026-07-22 12:33:45,743 [INFO] [181/537] Pascal Groß (353 matches)
2026-07-22 12:33:46,686 [INFO] [182/537] James Milner (301 matches)
2026-07-22 12:33:47,531 [INFO] [183/537] Jordan Henderson (290 matches)
2026-07-22 12:33:48,358 [INFO] [184/537] Ben Davies (245 matches)
2026-07-22 12:33:49,631 [INFO] [185/537] Bertrand Traoré (176 matches)
2026-07-22 12:33:50,397 [INFO] [186/537] Kyle Walker-Peters (171 matches)
2026-07-22 12:33:51,132 [INFO] [187/537] Harrison Reed (127 matches)
2026-07-22 12:33:51,805 [INFO] [188/537] Axel Tuanzebe (65 matches)
2026-07-22 12:33:52,961 [INFO] [189/537] Luke Shaw (236 matches)
2026-07-22 12:33:54,164 [INFO] [190/537] Sasa Lukic (259 matches)
2026-07-22 12:33:55,261 [INFO] [191/537] Harry Maguire (291 matches)
2026-07-22 12:33:56,338 [INFO] [192/537] Andrew Robertson (332 matches)
2026-07-22 12:33:57,625 [INFO] [193/537] Rodri (293 matches)
2026-07-22 12:33:58,811 [INFO] [194/537] Martin Odegaard (215 matches)
2026-07-22 12:33:59,693 [INFO] [195/537] Issa Diop (258 matches)
2026-07-22 12:34:01,102 [INFO] [196/537] Randal Kolo Muani (195 matches)
2026-07-22 12:34:02,330 [INFO] [197/537] Yoane Wissa (196 matches)
2026-07-22 12:34:03,189 [INFO] [198/537] Boubacar Kamara (218 matches)
2026-07-22 12:34:03,977 [INFO] [199/537] Kenny Tete (165 matches)
2026-07-22 12:34:05,199 [INFO] [200/537] Lewis Dunk (299 matches)
2026-07-22 12:34:06,365 [INFO] [201/537] Rodrigo Bentancur (243 matches)
2026-07-22 12:34:08,479 [INFO] [202/537] Douglas Luiz (253 matches)
2026-07-22 12:34:09,907 [INFO] [203/537] Enes Ünal (256 matches)
2026-07-22 12:34:10,672 [INFO] [204/537] Ibrahima Konaté (184 matches)
2026-07-22 12:34:11,463 [INFO] [205/537] Ethan Ampadu (124 matches)
2026-07-22 12:34:12,669 [INFO] [206/537] Curtis Jones (153 matches)
2026-07-22 12:34:13,811 [INFO] [207/537] Jaka Bijol (195 matches)
2026-07-22 12:34:14,562 [INFO] [208/537] David Brooks (118 matches)
2026-07-22 12:34:15,331 [INFO] [209/537] William Saliba (215 matches)
2026-07-22 12:34:16,462 [INFO] [210/537] Pedro Porro (162 matches)
2026-07-22 12:34:17,686 [INFO] [211/537] Marc Cucurella (256 matches)
2026-07-22 12:34:18,814 [INFO] [212/537] Diogo Dalot (194 matches)
2026-07-22 12:34:19,942 [INFO] [213/537] Dan Burn (227 matches)
2026-07-22 12:34:21,070 [INFO] [214/537] Gabriel Martinelli (191 matches)
2026-07-22 12:34:22,256 [INFO] [215/537] Jean-Ricner Bellegarde (212 matches)
2026-07-22 12:34:23,337 [INFO] [216/537] Matthijs de Ligt (182 matches)
2026-07-22 12:34:24,550 [INFO] [217/537] Marshall Munetsi (190 matches)
2026-07-22 12:34:25,675 [INFO] [218/537] Evann Guessand (141 matches)
2026-07-22 12:34:26,391 [INFO] [219/537] Riccardo Calafiori (88 matches)
2026-07-22 12:34:27,516 [INFO] [220/537] Tyrick Mitchell (207 matches)
2026-07-22 12:34:28,646 [INFO] [221/537] Nicolás Domínguez (192 matches)
2026-07-22 12:34:29,358 [INFO] [222/537] Armando Broja (100 matches)
2026-07-22 12:34:30,079 [INFO] [223/537] Chris Richards (127 matches)
2026-07-22 12:34:30,788 [INFO] [224/537] Jarrad Branthwaite (85 matches)
2026-07-22 12:34:31,866 [INFO] [225/537] Sven Botman (148 matches)
2026-07-22 12:34:32,992 [INFO] [226/537] Adrien Truffert (188 matches)
2026-07-22 12:34:34,045 [INFO] [227/537] Dan Ndoye (117 matches)
2026-07-22 12:34:35,066 [INFO] [228/537] Joël Veltman (165 matches)
2026-07-22 12:34:36,324 [INFO] [229/537] Maxence Lacroix (181 matches)
2026-07-22 12:34:37,014 [INFO] [230/537] Liam Delap (67 matches)
2026-07-22 12:34:38,166 [INFO] [231/537] Antonee Robinson (158 matches)
2026-07-22 12:34:39,296 [INFO] [232/537] Omar Alderete (170 matches)
2026-07-22 12:34:40,525 [INFO] [233/537] Conor Gallagher (203 matches)
2026-07-22 12:34:41,239 [INFO] [234/537] Jayden Bogle (84 matches)
2026-07-22 12:34:41,930 [INFO] [235/537] Fabio Carvalho (51 matches)
2026-07-22 12:34:42,672 [INFO] [236/537] Hannibal Mejbri (41 matches)
2026-07-22 12:34:43,799 [INFO] [237/537] Vitaly Janelt (161 matches)
2026-07-22 12:34:44,923 [INFO] [238/537] Nathan Collins (150 matches)
2026-07-22 12:34:45,642 [INFO] [239/537] Nico González (89 matches)
2026-07-22 12:34:46,737 [INFO] [240/537] Piero Hincapié (141 matches)
2026-07-22 12:34:47,426 [INFO] [241/537] Hugo Bueno (78 matches)
2026-07-22 12:34:48,123 [INFO] [242/537] Lewis Hall (84 matches)
2026-07-22 12:34:48,818 [INFO] [243/537] Omari Hutchinson (63 matches)
2026-07-22 12:34:49,946 [INFO] [244/537] Alejandro Garnacho (117 matches)
2026-07-22 12:34:51,065 [INFO] [245/537] Rodrigo Muniz (78 matches)
2026-07-22 12:34:51,787 [INFO] [246/537] Soungoutou Magassa (66 matches)
2026-07-22 12:34:52,918 [INFO] [247/537] Matheus Nunes (113 matches)
2026-07-22 12:34:53,629 [INFO] [248/537] Kobbie Mainoo (78 matches)
2026-07-22 12:34:54,314 [INFO] [249/537] Michael Kayode (80 matches)
2026-07-22 12:34:55,330 [INFO] [250/537] Brajan Gruda (82 matches)
2026-07-22 12:34:56,024 [INFO] [251/537] Merlin Röhl (64 matches)
2026-07-22 12:34:57,017 [INFO] [252/537] João Gomes (116 matches)
2026-07-22 12:34:57,676 [INFO] [253/537] Lewis Miley (55 matches)
2026-07-22 12:34:58,756 [INFO] [254/537] Simon Adingra (88 matches)
2026-07-22 12:34:59,469 [INFO] [255/537] Calvin Bassey (94 matches)
2026-07-22 12:35:00,591 [INFO] [256/537] Sávio (90 matches)
2026-07-22 12:35:01,259 [INFO] [257/537] Yehor Yarmolyuk (95 matches)
2026-07-22 12:35:02,005 [INFO] [258/537] Andrey Santos (71 matches)
2026-07-22 12:35:03,152 [INFO] [259/537] Lorenzo Lucca (90 matches)
2026-07-22 12:35:03,844 [INFO] [260/537] Jake O&#039;Brien (84 matches)
2026-07-22 12:35:04,589 [INFO] [261/537] Murillo (93 matches)
2026-07-22 12:35:05,266 [INFO] [262/537] Alejandro Jiménez (57 matches)
2026-07-22 12:35:06,020 [INFO] [263/537] Adam Wharton (70 matches)
2026-07-22 12:35:06,736 [INFO] [264/537] Joshua King (40 matches)
2026-07-22 12:35:07,450 [INFO] [265/537] Josh Acheampong (22 matches)
2026-07-22 12:35:08,119 [INFO] [266/537] Lucas Bergvall (50 matches)
2026-07-22 12:35:08,889 [INFO] [267/537] André (68 matches)
2026-07-22 12:35:09,603 [INFO] [268/537] Justin Devenny (44 matches)
2026-07-22 12:35:10,263 [INFO] [269/537] Ferdi Kadioglu (43 matches)
2026-07-22 12:35:11,038 [INFO] [270/537] Morato (47 matches)
2026-07-22 12:35:11,754 [INFO] [271/537] Matt O&#039;Riley (42 matches)
2026-07-22 12:35:12,469 [INFO] [272/537] Tom Edozie (3 matches)
2026-07-22 12:35:13,188 [INFO] [273/537] Chris Rigg (18 matches)
2026-07-22 12:35:13,839 [INFO] [274/537] Oliver Sonne (7 matches)
2026-07-22 12:35:14,521 [INFO] [275/537] Josh Laurent (33 matches)
2026-07-22 12:35:15,238 [INFO] [276/537] Marcus Edwards (23 matches)
2026-07-22 12:35:15,898 [INFO] [277/537] Jhon Arias (23 matches)
2026-07-22 12:35:16,670 [INFO] [278/537] Max Dowman (6 matches)
2026-07-22 12:35:17,317 [INFO] [279/537] Stefanos Tzimas (9 matches)
2026-07-22 12:35:17,975 [INFO] [280/537] Kevin (26 matches)
2026-07-22 12:35:19,129 [INFO] [281/537] Fabian Schär (266 matches)
2026-07-22 12:35:19,940 [INFO] [282/537] Bernd Leno (385 matches)
2026-07-22 12:35:21,183 [INFO] [283/537] Nathan Aké (249 matches)
2026-07-22 12:35:22,412 [INFO] [284/537] Seamus Coleman (257 matches)
2026-07-22 12:35:23,640 [INFO] [285/537] John Stones (236 matches)
2026-07-22 12:35:24,867 [INFO] [286/537] Nathaniel Clyne (219 matches)
2026-07-22 12:35:26,136 [INFO] [287/537] Kyle Walker (340 matches)
2026-07-22 12:35:27,535 [INFO] [288/537] Kieran Trippier (293 matches)
2026-07-22 12:35:28,764 [INFO] [289/537] Ola Aina (211 matches)
2026-07-22 12:35:29,524 [INFO] [290/537] Jordan Pickford (362 matches)
2026-07-22 12:35:30,304 [INFO] [291/537] Jamaal Lascelles (177 matches)
2026-07-22 12:35:30,984 [INFO] [292/537] Karl Darlow (74 matches)
2026-07-22 12:35:32,123 [INFO] [293/537] Adam Smith (255 matches)
2026-07-22 12:35:33,803 [INFO] [294/537] James Ward-Prowse (373 matches)
2026-07-22 12:35:34,494 [INFO] [295/537] Freddie Woodman (7 matches)
2026-07-22 12:35:35,730 [INFO] [296/537] Adama Traoré (282 matches)
2026-07-22 12:35:36,410 [INFO] [297/537] Sam Byram (61 matches)
2026-07-22 12:35:37,136 [INFO] [298/537] Patrick Roberts (25 matches)
2026-07-22 12:35:37,873 [INFO] [299/537] Sam Johnstone (85 matches)
2026-07-22 12:35:39,002 [INFO] [300/537] Joseph Gomez (170 matches)
2026-07-22 12:35:40,119 [INFO] [301/537] Tyrone Mings (189 matches)
2026-07-22 12:35:41,015 [INFO] [302/537] Gianluigi Donnarumma (353 matches)
2026-07-22 12:35:42,803 [INFO] [303/537] Alisson (292 matches)
2026-07-22 12:35:43,580 [INFO] [304/537] Emil Krafth (161 matches)
2026-07-22 12:35:44,305 [INFO] [305/537] Arthur Masuaku (112 matches)
2026-07-22 12:35:45,050 [INFO] [306/537] Lewis Cook (189 matches)
2026-07-22 12:35:46,283 [INFO] [307/537] Lucas Digne (330 matches)
2026-07-22 12:35:47,510 [INFO] [308/537] Jefferson Lerma (251 matches)
2026-07-22 12:35:48,735 [INFO] [309/537] Mateo Kovacic (317 matches)
2026-07-22 12:35:49,535 [INFO] [310/537] Alphonse Areola (263 matches)
2026-07-22 12:35:50,681 [INFO] [311/537] Oleksandr Zinchenko (181 matches)
2026-07-22 12:35:51,394 [INFO] [312/537] Olivier Boscagli (40 matches)
2026-07-22 12:35:52,526 [INFO] [313/537] Odsonne Edouard (145 matches)
2026-07-22 12:35:53,241 [INFO] [314/537] Emiliano Martinez (233 matches)
2026-07-22 12:35:54,365 [INFO] [315/537] Ashley Barnes (207 matches)
2026-07-22 12:35:55,084 [INFO] [316/537] Kepa (208 matches)
2026-07-22 12:35:56,528 [INFO] [317/537] Leon Bailey (249 matches)
2026-07-22 12:35:57,359 [INFO] [318/537] Kevin Danso (193 matches)
2026-07-22 12:35:58,564 [INFO] [319/537] Jacob Bruun Larsen (170 matches)
2026-07-22 12:35:59,277 [INFO] [320/537] Angus Gunn (32 matches)
2026-07-22 12:36:00,016 [INFO] [321/537] Nick Pope (248 matches)
2026-07-22 12:36:01,103 [INFO] [322/537] Aaron Wan-Bissaka (233 matches)
2026-07-22 12:36:01,840 [INFO] [323/537] Tosin Adarabioyo (116 matches)
2026-07-22 12:36:02,886 [INFO] [324/537] Daniel James (125 matches)
2026-07-22 12:36:04,010 [INFO] [325/537] Angel Gomes (136 matches)
2026-07-22 12:36:04,728 [INFO] [326/537] Aaron Ramsdale (195 matches)
2026-07-22 12:36:05,894 [INFO] [327/537] Yves Bissouma (249 matches)
2026-07-22 12:36:06,668 [INFO] [328/537] Walter Benítez (168 matches)
2026-07-22 12:36:07,885 [INFO] [329/537] Youri Tielemans (291 matches)
2026-07-22 12:36:09,010 [INFO] [330/537] Solly March (194 matches)
2026-07-22 12:36:09,764 [INFO] [331/537] Victor Lindelöf (211 matches)
2026-07-22 12:36:10,961 [INFO] [332/537] Niclas Füllkrug (180 matches)
2026-07-22 12:36:11,699 [INFO] [333/537] Will Hughes (214 matches)
2026-07-22 12:36:13,212 [INFO] [334/537] Daichi Kamada (218 matches)
2026-07-22 12:36:14,336 [INFO] [335/537] Timothy Castagne (254 matches)
2026-07-22 12:36:15,566 [INFO] [336/537] Nikola Milenkovic (291 matches)
2026-07-22 12:36:16,340 [INFO] [337/537] Pau Torres (210 matches)
2026-07-22 12:36:17,419 [INFO] [338/537] Joachim Andersen (258 matches)
2026-07-22 12:36:18,641 [INFO] [339/537] Jadon Sancho (230 matches)
2026-07-22 12:36:19,366 [INFO] [340/537] Reiss Nelson (94 matches)
2026-07-22 12:36:20,083 [INFO] [341/537] Martin Dubravka (197 matches)
2026-07-22 12:36:21,199 [INFO] [342/537] Joe Willock (183 matches)
2026-07-22 12:36:22,288 [INFO] [343/537] Rayan Ait Nouri (175 matches)
2026-07-22 12:36:23,452 [INFO] [344/537] Dwight McNeil (248 matches)
2026-07-22 12:36:24,229 [INFO] [345/537] Jean-Clair Todibo (186 matches)
2026-07-22 12:36:25,398 [INFO] [346/537] James Maddison (225 matches)
2026-07-22 12:36:26,134 [INFO] [347/537] Matt Doherty (191 matches)
2026-07-22 12:36:26,909 [INFO] [348/537] Axel Disasi (188 matches)
2026-07-22 12:36:27,678 [INFO] [349/537] Matz Sels (249 matches)
2026-07-22 12:36:28,874 [INFO] [350/537] Naif Aguerd (168 matches)
2026-07-22 12:36:30,107 [INFO] [351/537] Hamed Junior Traore (199 matches)
2026-07-22 12:36:30,861 [INFO] [352/537] Borna Sosa (119 matches)
2026-07-22 12:36:31,601 [INFO] [353/537] Christian Nørgaard (135 matches)
2026-07-22 12:36:32,330 [INFO] [354/537] Benoit Badiashile Mukinayi (148 matches)
2026-07-22 12:36:33,076 [INFO] [355/537] Bafode Diakite (128 matches)
2026-07-22 12:36:34,155 [INFO] [356/537] Ben White (172 matches)
2026-07-22 12:36:35,222 [INFO] [357/537] Max Kilman (186 matches)
2026-07-22 12:36:35,987 [INFO] [358/537] Reinildo (165 matches)
2026-07-22 12:36:37,039 [INFO] [359/537] Harvey Elliott (99 matches)
2026-07-22 12:36:37,785 [INFO] [360/537] Wesley Fofana (111 matches)
2026-07-22 12:36:38,503 [INFO] [361/537] Dean Henderson (160 matches)
2026-07-22 12:36:39,629 [INFO] [362/537] Ezri Konsa Ngoyo (231 matches)
2026-07-22 12:36:40,851 [INFO] [363/537] Sebastiaan Bornauw (152 matches)
2026-07-22 12:36:41,572 [INFO] [364/537] Caoimhin Kelleher (62 matches)
2026-07-22 12:36:42,298 [INFO] [365/537] Igor Julio (145 matches)
2026-07-22 12:36:43,521 [INFO] [366/537] Sandro Tonali (209 matches)
2026-07-22 12:36:44,246 [INFO] [367/537] Ilia Gruev (56 matches)
2026-07-22 12:36:45,474 [INFO] [368/537] Arnaud Kalimuendo Muinga (184 matches)
2026-07-22 12:36:46,578 [INFO] [369/537] Guido Rodríguez (184 matches)
2026-07-22 12:36:47,310 [INFO] [370/537] Sander Berge (132 matches)
2026-07-22 12:36:48,001 [INFO] [371/537] Ki-Jana Hoever (58 matches)
2026-07-22 12:36:49,066 [INFO] [372/537] Luca Netz (131 matches)
2026-07-22 12:36:49,757 [INFO] [373/537] Jorge Cuenca (94 matches)
2026-07-22 12:36:50,412 [INFO] [374/537] Dennis Cirkin (8 matches)
2026-07-22 12:36:51,440 [INFO] [375/537] Pascal Struijk (119 matches)
2026-07-22 12:36:52,510 [INFO] [376/537] Jack Harrison (196 matches)
2026-07-22 12:36:53,205 [INFO] [377/537] Stefan Ortega Moreno (95 matches)
2026-07-22 12:36:54,285 [INFO] [378/537] Wataru Endo (156 matches)
2026-07-22 12:36:55,281 [INFO] [379/537] Sasa Kalajdzic (69 matches)
2026-07-22 12:36:56,343 [INFO] [380/537] Iyenoma Destiny Udogie (147 matches)
2026-07-22 12:36:57,042 [INFO] [381/537] Guglielmo Vicario (166 matches)
2026-07-22 12:36:58,161 [INFO] [382/537] Dilane Bakwa (90 matches)
2026-07-22 12:36:58,881 [INFO] [383/537] Aaron Hickey (103 matches)
2026-07-22 12:36:59,550 [INFO] [384/537] Florentino Luís (62 matches)
2026-07-22 12:37:00,194 [INFO] [385/537] James Trafford (32 matches)
2026-07-22 12:37:00,884 [INFO] [386/537] Robert Sánchez (170 matches)
2026-07-22 12:37:01,575 [INFO] [387/537] Radu Dragusin (75 matches)
2026-07-22 12:37:02,256 [INFO] [388/537] Filip Jorgensen (49 matches)
2026-07-22 12:37:03,382 [INFO] [389/537] Jeremie Frimpong (154 matches)
2026-07-22 12:37:04,064 [INFO] [390/537] Dane Scarlett (11 matches)
2026-07-22 12:37:04,818 [INFO] [391/537] Maxime Estève (109 matches)
2026-07-22 12:37:05,537 [INFO] [392/537] Valentino Livramento (110 matches)
2026-07-22 12:37:06,585 [INFO] [393/537] Anthony Elanga (145 matches)
2026-07-22 12:37:07,275 [INFO] [394/537] Tim Iroegbunam (59 matches)
2026-07-22 12:37:08,003 [INFO] [395/537] Marco Bizot (146 matches)
2026-07-22 12:37:08,780 [INFO] [396/537] David Raya (169 matches)
2026-07-22 12:37:09,530 [INFO] [397/537] Kristoffer Ajer (112 matches)
